Spot_Date,Premium,Ticker,Maturity,Interest_rate,Spot,Strike,Type,Implied_Volatility,Delta,Vega,Gamma,Theta,Rho,Lot_size,Name,Reference,ccy_pair,Dividend,DDELTA/DVOL,DDELTA/DVOLDVOL,DDELTA/DTIME,DGAMMA/DSPOT,DGAMMA/DVOL,DVEGA/DVOL,DVEGA/DVOLDVOL,RIC
2025-12-17 00:00:00,13.015625,VBYM C 99.5 12/22/2025 C 99.5,2025-12-22 00:00:00,0.03607,112.421875,99.5,C,0.577315578,0.966698334,0.009639914,0.009644119,-0.047509218,0.01310444,1000.0000,CBoT 10y Monday Call Options C 99.5 Dec-2025,VBYM C 99.5 12/22/2025,USD,0,-0.002250206,-4.77911E-05,0.01308632,-0.002627376,0.000425229,0.000545034,2.48144E-06,VY4W995L25
2025-12-16 00:00:00,13.015625,VBYM C 99.5 12/22/2025 C 99.5,2025-12-22 00:00:00,0.036157,112.515625,99.5,C,0.370998331,0.994858296,0.001922327,0.002482463,-0.003299064,0.016261064,1000.0000,CBoT 10y Monday Call Options C 99.5 Dec-2025,VBYM C 99.5 12/22/2025,USD,0,-0.000917025,-0.000115194,0.002933675,-0.00136123,0.000427554,0.000345044,3.42126E-05,VY4W995L25
2025-12-15 00:00:00,12.78125,VBYM C 99.5 12/22/2025 C 99.5,2025-12-22 00:00:00,0.036259,112.28125,99.5,C,0.343543383,0.994133867,0.002323809,0.002788928,-0.003344328,0.018955872,1000.0000,CBoT 10y Monday Call Options C 99.5 Dec-2025,VBYM C 99.5 12/22/2025,USD,0,-0.001091239,-0.000140808,0.002776529,-0.001503005,0.000496939,0.000435048,4.37078E-05,VY4W995L25
2025-12-12 00:00:00,12.671875,VBYM C 99.5 12/22/2025 C 99.5,2025-12-22 00:00:00,0.03623,112.171875,99.5,C,0.297036781,0.992120912,0.003577833,0.003482599,-0.003392063,0.027018127,1000.0000,CBoT 10y Monday Call Options C 99.5 Dec-2025,VBYM C 99.5 12/22/2025,USD,0,-0.00156064,-0.000206152,0.002416316,-0.001744453,0.000650219,0.00071361,7.07191E-05,VY4W995L25
2025-12-11 00:00:00,12.953125,VBYM C 99.5 12/22/2025 C 99.5,2025-12-22 00:00:00,0.036223,112.453125,99.5,C,0.292443185,0.991490179,0.004016433,0.003592347,-0.003460068,0.029697895,1000.0000,CBoT 10y Monday Call Options C 99.5 Dec-2025,VBYM C 99.5 12/22/2025,USD,0,-0.001672694,-0.000216708,0.002321887,-0.001723656,0.000664446,0.00079543,7.64205E-05,VY4W995L25
2025-12-10 00:00:00,12.71875,VBYM C 99.5 12/22/2025 C 99.5,2025-12-22 00:00:00,0.03625,112.21875,99.5,C,0.278174217,0.990845597,0.004456044,0.003856453,-0.003385227,0.032374575,1000.0000,CBoT 10y Monday Call Options C 99.5 Dec-2025,VBYM C 99.5 12/22/2025,USD,0,-0.001851644,-0.000244019,0.002244571,-0.001842773,0.00072922,0.000908056,8.7708E-05,VY4W995L25
2025-12-17 00:00:00,0.001,VBYM P 99.5 12/22/2025 P 99.5,2025-12-22 00:00:00,0.03607,112.421875,99.5,P,0.333622315,-0.000825774,0.000375237,0.000643263,-0.000780687,-1.28543E-05,1000.0000,CBoT 10y Monday Call Options P 99.5 Dec-2025,VBYM P 99.5 12/22/2025,USD,0,-0.000263016,-6.12169E-05,0.000877397,-0.000518348,0.000190265,0.000108893,2.21214E-05,VY4W995X25
2025-12-16 00:00:00,0.001,VBYM P 99.5 12/22/2025 P 99.5,2025-12-22 00:00:00,0.036157,112.515625,99.5,P,0.306457317,-0.000820294,0.000409635,0.000634829,-0.00070463,-1.53366E-05,1000.0000,CBoT 10y Monday Call Options P 99.5 Dec-2025,VBYM P 99.5 12/22/2025,USD,0,-0.000284732,-7.22494E-05,0.00072707,-0.000508685,0.000204847,0.000129322,2.86475E-05,VY4W995X25
2025-12-15 00:00:00,0.001,VBYM P 99.5 12/22/2025 P 99.5,2025-12-22 00:00:00,0.036259,112.28125,99.5,P,0.279322744,-0.000834091,0.000449377,0.000656167,-0.00063813,-1.81532E-05,1000.0000,CBoT 10y Monday Call Options P 99.5 Dec-2025,VBYM P 99.5 12/22/2025,USD,0,-0.000316782,-8.78664E-05,0.000631949,-0.000533236,0.000231058,0.000154841,3.74733E-05,VY4W995X25
2025-12-12 00:00:00,0.001,VBYM P 99.5 12/22/2025 P 99.5,2025-12-22 00:00:00,0.03623,112.171875,99.5,P,0.231979954,-0.00084066,0.00054379,0.000666449,-0.000493345,-2.61113E-05,1000.0000,CBoT 10y Monday Call Options P 99.5 Dec-2025,VBYM P 99.5 12/22/2025,USD,0,-0.000383925,-0.000127992,0.000445231,-0.000545189,0.000281846,0.000223908,6.51121E-05,VY4W995X25
2025-12-11 00:00:00,0.001,VBYM P 99.5 12/22/2025 P 99.5,2025-12-22 00:00:00,0.036223,112.453125,99.5,P,0.22540712,-0.000823873,0.000562008,0.000640328,-0.000458961,-2.82251E-05,1000.0000,CBoT 10y Monday Call Options P 99.5 Dec-2025,VBYM P 99.5 12/22/2025,USD,0,-0.000388495,-0.000133882,0.000397962,-0.000514968,0.000280494,0.000238673,7.17939E-05,VY4W995X25
2025-12-10 00:00:00,0.001,VBYM P 99.5 12/22/2025 P 99.5,2025-12-22 00:00:00,0.03625,112.21875,99.5,P,0.212445901,-0.000837793,0.000596354,0.000661949,-0.000427363,-3.12419E-05,1000.0000,CBoT 10y Monday Call Options P 99.5 Dec-2025,VBYM P 99.5 12/22/2025,USD,0,-0.000418015,-0.000152278,0.00036994,-0.000539941,0.000306004,0.00026725,8.49307E-05,VY4W995X25
2025-12-17 00:00:00,12.765625,VBYM C 99.75 12/22/2025 C 99.75,2025-12-22 00:00:00,0.03607,112.421875,99.75,C,0.567315413,0.966217431,0.00975617,0.009932499,-0.047324061,0.01313128,1000.0000,CBoT 10y Monday Call Options C 99.75 Dec-2025,VBYM C 99.75 12/22/2025,USD,0,-0.002310494,-4.90876E-05,0.01320327,-0.002743878,0.000441453,0.000557653,2.37375E-06,VY4W9975L25
2025-12-16 00:00:00,12.765625,VBYM C 99.75 12/22/2025 C 99.75,2025-12-22 00:00:00,0.036157,112.515625,99.75,C,0.363423906,0.994851971,0.001924954,0.002537348,-0.003235717,0.016302043,1000.0000,CBoT 10y Monday Call Options C 99.75 Dec-2025,VBYM C 99.75 12/22/2025,USD,0,-0.000937481,-0.00012023,0.002937743,-0.001420064,0.000446121,0.000352676,3.56991E-05,VY4W9975L25
