Spot_Date,Premium,Ticker,Maturity,Interest_rate,Spot,Strike,Type,Implied_Volatility,Delta,Vega,Gamma,Theta,Rho,Lot_size,Name,Reference,ccy_pair,Dividend,DDELTA/DVOL,DDELTA/DVOLDVOL,DDELTA/DTIME,DGAMMA/DSPOT,DGAMMA/DVOL,DVEGA/DVOL,DVEGA/DVOLDVOL,RIC
2025-10-01 00:00:00,0.007,TYWM P 112 10/01/2025 P 112,2025-10-01 00:00:00,0.038625,112.84375,112,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 112 Oct-2025,TYWM P 112 10/01/2025,USD,0,,,,,,,,WY1W112V25^J25
2025-10-01 00:00:00,0.007,TYWM P 112.5 10/01/2025 P 112.5,2025-10-01 00:00:00,0.038625,112.84375,112.5,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 112.5 Oct-2025,TYWM P 112.5 10/01/2025,USD,0,,,,,,,,WY1W1125V25^J25
2025-10-01 00:00:00,0.15625,TYWM P 113 10/01/2025 P 113,2025-10-01 00:00:00,0.038625,112.84375,113,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 113 Oct-2025,TYWM P 113 10/01/2025,USD,0,,,,,,,,WY1W113V25^J25
2025-10-01 00:00:00,0.65625,TYWM P 113.5 10/01/2025 P 113.5,2025-10-01 00:00:00,0.038625,112.84375,113.5,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 113.5 Oct-2025,TYWM P 113.5 10/01/2025,USD,0,,,,,,,,WY1W1135V25^J25
2025-10-01 00:00:00,1.15625,TYWM P 114 10/01/2025 P 114,2025-10-01 00:00:00,0.038625,112.84375,114,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 114 Oct-2025,TYWM P 114 10/01/2025,USD,0,,,,,,,,WY1W114V25^J25
2025-10-01 00:00:00,1.65625,TYWM P 114.5 10/01/2025 P 114.5,2025-10-01 00:00:00,0.038625,112.84375,114.5,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 114.5 Oct-2025,TYWM P 114.5 10/01/2025,USD,0,,,,,,,,WY1W1145V25^J25
2025-10-01 00:00:00,2.15625,TYWM P 115 10/01/2025 P 115,2025-10-01 00:00:00,0.038625,112.84375,115,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 115 Oct-2025,TYWM P 115 10/01/2025,USD,0,,,,,,,,WY1W115V25^J25
2025-10-01 00:00:00,2.65625,TYWM P 115.5 10/01/2025 P 115.5,2025-10-01 00:00:00,0.038625,112.84375,115.5,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 115.5 Oct-2025,TYWM P 115.5 10/01/2025,USD,0,,,,,,,,WY1W1155V25^J25
2025-10-01 00:00:00,3.15625,TYWM P 116 10/01/2025 P 116,2025-10-01 00:00:00,0.038625,112.84375,116,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 116 Oct-2025,TYWM P 116 10/01/2025,USD,0,,,,,,,,WY1W116V25^J25
2025-10-01 00:00:00,3.65625,TYWM P 116.5 10/01/2025 P 116.5,2025-10-01 00:00:00,0.038625,112.84375,116.5,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 116.5 Oct-2025,TYWM P 116.5 10/01/2025,USD,0,,,,,,,,WY1W1165V25^J25
2025-10-01 00:00:00,4.15625,TYWM P 117 10/01/2025 P 117,2025-10-01 00:00:00,0.038625,112.84375,117,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 117 Oct-2025,TYWM P 117 10/01/2025,USD,0,,,,,,,,WY1W117V25^J25
2025-10-01 00:00:00,4.65625,TYWM P 117.5 10/01/2025 P 117.5,2025-10-01 00:00:00,0.038625,112.84375,117.5,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 117.5 Oct-2025,TYWM P 117.5 10/01/2025,USD,0,,,,,,,,WY1W1175V25^J25
2025-10-01 00:00:00,5.15625,TYWM P 118 10/01/2025 P 118,2025-10-01 00:00:00,0.038625,112.84375,118,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 118 Oct-2025,TYWM P 118 10/01/2025,USD,0,,,,,,,,WY1W118V25^J25
2025-10-01 00:00:00,5.65625,TYWM P 118.5 10/01/2025 P 118.5,2025-10-01 00:00:00,0.038625,112.84375,118.5,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 118.5 Oct-2025,TYWM P 118.5 10/01/2025,USD,0,,,,,,,,WY1W1185V25^J25
2025-10-01 00:00:00,6.15625,TYWM P 119 10/01/2025 P 119,2025-10-01 00:00:00,0.038625,112.84375,119,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 119 Oct-2025,TYWM P 119 10/01/2025,USD,0,,,,,,,,WY1W119V25^J25
2025-10-01 00:00:00,6.65625,TYWM P 119.5 10/01/2025 P 119.5,2025-10-01 00:00:00,0.038625,112.84375,119.5,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 119.5 Oct-2025,TYWM P 119.5 10/01/2025,USD,0,,,,,,,,WY1W1195V25^J25
2025-10-01 00:00:00,7.15625,TYWM P 120 10/01/2025 P 120,2025-10-01 00:00:00,0.038625,112.84375,120,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 120 Oct-2025,TYWM P 120 10/01/2025,USD,0,,,,,,,,WY1W120V25^J25
2025-10-01 00:00:00,7.65625,TYWM P 120.5 10/01/2025 P 120.5,2025-10-01 00:00:00,0.038625,112.84375,120.5,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 120.5 Oct-2025,TYWM P 120.5 10/01/2025,USD,0,,,,,,,,WY1W1205V25^J25
2025-10-01 00:00:00,8.15625,TYWM P 121 10/01/2025 P 121,2025-10-01 00:00:00,0.038625,112.84375,121,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 121 Oct-2025,TYWM P 121 10/01/2025,USD,0,,,,,,,,WY1W121V25^J25
2025-10-01 00:00:00,8.65625,TYWM P 121.5 10/01/2025 P 121.5,2025-10-01 00:00:00,0.038625,112.84375,121.5,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 121.5 Oct-2025,TYWM P 121.5 10/01/2025,USD,0,,,,,,,,WY1W1215V25^J25
2025-10-01 00:00:00,9.15625,TYWM P 122 10/01/2025 P 122,2025-10-01 00:00:00,0.038625,112.84375,122,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 122 Oct-2025,TYWM P 122 10/01/2025,USD,0,,,,,,,,WY1W122V25^J25
2025-10-01 00:00:00,9.65625,TYWM P 122.5 10/01/2025 P 122.5,2025-10-01 00:00:00,0.038625,112.84375,122.5,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 122.5 Oct-2025,TYWM P 122.5 10/01/2025,USD,0,,,,,,,,WY1W1225V25^J25
2025-10-01 00:00:00,10.15625,TYWM P 123 10/01/2025 P 123,2025-10-01 00:00:00,0.038625,112.84375,123,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 123 Oct-2025,TYWM P 123 10/01/2025,USD,0,,,,,,,,WY1W123V25^J25
2025-10-01 00:00:00,10.65625,TYWM P 123.5 10/01/2025 P 123.5,2025-10-01 00:00:00,0.038625,112.84375,123.5,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 123.5 Oct-2025,TYWM P 123.5 10/01/2025,USD,0,,,,,,,,WY1W1235V25^J25
2025-10-01 00:00:00,11.15625,TYWM P 124 10/01/2025 P 124,2025-10-01 00:00:00,0.038625,112.84375,124,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 124 Oct-2025,TYWM P 124 10/01/2025,USD,0,,,,,,,,WY1W124V25^J25
2025-10-01 00:00:00,11.65625,TYWM P 124.5 10/01/2025 P 124.5,2025-10-01 00:00:00,0.038625,112.84375,124.5,P,,,,,,,1000.0000,CBoT 10y Wednesday Call Options P 124.5 Oct-2025,TYWM P 124.5 10/01/2025,USD,0,,,,,,,,WY1W1245V25^J25
